%
% Comments go after a '%' sign.
%
%
% Relation: student_performance_prediction
%
%
% Attributes: 31     Instances: 395
%
%

@relation student_performance_prediction

@attribute 'school' {'gp','ms'}
@attribute 'sex' {'f','m'}
@attribute 'age' numeric
@attribute 'address' {'u','r'}
@attribute 'famsize' {'gt3','le3'}
@attribute 'Pstatus' {'a','t'}
@attribute 'Medu' numeric
@attribute 'Fedu' numeric
@attribute 'Mjob' {'at_home','health','other','services','teacher'}
@attribute 'Fjob' {'teacher','other','services','health','at_home'}
@attribute 'reason' {'course','other','home','reputation'}
@attribute 'guardian' {'mother','father','other'}
@attribute 'traveltime' numeric
@attribute 'studytime' numeric
@attribute 'failures' numeric
@attribute 'schoolsup' {'yes','no'}
@attribute 'famsup' {'no','yes'}
@attribute 'paid' {'no','yes'}
@attribute 'activities' {'no','yes'}
@attribute 'nursery' {'yes','no'}
@attribute 'higher' {'yes','no'}
@attribute 'internet' {'no','yes'}
@attribute 'romantic' {'no','yes'}
@attribute 'famrel' numeric
@attribute 'freetime' numeric
@attribute 'goout' numeric
@attribute 'Dalc' numeric
@attribute 'Walc' numeric
@attribute 'health' numeric
@attribute 'absences' numeric
@attribute 'passed' {'no','yes'}

@data
'gp','f',18,'r','gt3','t',2,2,'at_home','other','course','mother',2,4,0,'no','no','no','yes','yes','yes','no','no',4,4,4,1,1,4,0,'no'
'gp','f',17,'u','gt3','t',3,4,'services','other','course','mother',1,3,0,'no','no','no','no','yes','yes','yes','no',4,4,5,1,3,5,16,'yes'
'gp','f',19,'r','gt3','a',3,1,'services','at_home','home','other',1,3,1,'no','no','yes','no','yes','yes','no','no',5,4,3,1,2,5,12,'yes'
'gp','f',17,'u','gt3','t',3,2,'other','other','home','mother',1,2,0,'no','yes','yes','no','yes','yes','yes','yes',4,3,2,2,3,2,0,'no'
'gp','f',18,'u','le3','t',3,3,'services','services','home','mother',1,4,0,'no','yes','no','no','yes','yes','yes','no',5,3,3,1,1,1,7,'yes'
'gp','f',17,'r','gt3','a',3,2,'other','other','home','mother',1,2,0,'no','yes','yes','no','yes','yes','yes','no',4,3,3,2,3,2,4,'yes'
'gp','f',19,'u','gt3','t',2,1,'services','services','home','other',1,3,1,'no','no','yes','yes','yes','yes','yes','yes',4,3,4,1,3,3,4,'yes'
'gp','m',18,'u','gt3','t',4,4,'teacher','services','home','father',1,2,1,'no','yes','no','yes','yes','yes','yes','no',4,3,3,2,2,2,0,'no'
'gp','m',18,'u','le3','t',3,4,'services','other','home','mother',1,2,0,'no','no','no','yes','yes','yes','yes','yes',4,3,3,1,3,5,11,'yes'
'gp','f',17,'u','gt3','a',2,2,'at_home','at_home','home','father',1,2,1,'no','yes','no','no','yes','yes','yes','yes',3,3,1,1,2,4,0,'no'
'gp','f',18,'u','gt3','t',2,3,'at_home','other','course','mother',1,3,0,'no','yes','no','no','yes','yes','yes','no',4,3,3,1,2,3,4,'yes'
'gp','f',18,'u','gt3','t',3,2,'other','services','other','mother',1,3,0,'no','no','no','no','yes','yes','yes','yes',5,4,3,2,3,1,7,'yes'
'gp','m',18,'r','gt3','t',4,3,'teacher','services','course','mother',1,3,0,'no','no','no','no','yes','yes','yes','yes',5,3,2,1,2,4,9,'yes'
'gp','m',18,'u','gt3','t',4,3,'teacher','other','course','mother',1,3,0,'no','yes','yes','no','yes','yes','yes','yes',5,4,5,2,3,5,0,'no'
'gp','f',17,'u','gt3','t',4,3,'health','other','reputation','mother',1,3,0,'no','yes','yes','yes','yes','yes','yes','yes',4,4,3,1,3,4,0,'yes'
'ms','m',18,'r','gt3','t',3,2,'other','other','course','mother',2,1,1,'no','yes','no','no','no','yes','yes','no',2,5,5,5,5,5,10,'yes'
'ms','m',19,'r','gt3','t',1,1,'other','services','home','other',3,2,3,'no','no','no','no','yes','yes','yes','no',5,4,4,3,3,2,8,'no'
'ms','m',17,'u','gt3','t',3,3,'health','other','course','mother',2,2,0,'no','yes','yes','no','yes','yes','yes','no',4,5,4,2,3,3,2,'yes'
'ms','m',18,'u','le3','t',1,3,'at_home','services','course','mother',1,1,1,'no','no','no','no','yes','no','yes','yes',4,3,3,2,3,3,7,'no'
'ms','m',19,'r','gt3','t',1,1,'other','other','home','other',3,1,1,'no','yes','no','no','yes','yes','yes','no',4,4,4,3,3,5,4,'no'
'ms','m',17,'r','gt3','t',4,3,'services','other','home','mother',2,2,0,'no','yes','yes','yes','no','yes','yes','yes',4,5,5,1,3,2,4,'yes'
'ms','f',18,'u','gt3','t',3,3,'services','services','course','father',1,2,0,'no','yes','no','no','yes','yes','no','yes',5,3,4,1,1,5,0,'no'
'ms','f',17,'r','gt3','t',4,4,'teacher','services','other','father',2,2,0,'no','yes','yes','yes','yes','yes','yes','no',4,3,3,1,2,5,4,'yes'
'ms','f',17,'u','le3','a',3,2,'services','other','reputation','mother',2,2,0,'no','no','no','no','yes','yes','no','yes',1,2,3,1,2,5,2,'yes'
'ms','m',18,'u','le3','t',1,1,'other','services','home','father',2,1,0,'no','no','no','no','no','yes','yes','yes',3,3,2,1,2,3,4,'yes'
'ms','f',18,'u','le3','t',1,1,'at_home','services','course','father',2,3,0,'no','no','no','no','yes','yes','yes','no',5,3,2,1,1,4,0,'yes'
'ms','f',18,'r','le3','a',1,4,'at_home','other','course','mother',3,2,0,'no','no','no','no','yes','yes','no','yes',4,3,4,1,4,5,0,'yes'
'ms','m',18,'r','le3','t',1,1,'at_home','other','other','mother',2,2,1,'no','no','no','yes','no','no','no','no',4,4,3,2,3,5,2,'yes'
'ms','f',18,'u','gt3','t',3,3,'services','services','other','mother',2,2,0,'no','yes','no','no','yes','yes','yes','yes',4,3,2,1,3,3,0,'yes'
'ms','f',17,'u','le3','t',4,4,'at_home','at_home','course','mother',1,2,0,'no','yes','yes','yes','yes','yes','yes','yes',2,3,4,1,1,1,0,'yes'
'ms','f',17,'r','gt3','t',1,2,'other','services','course','father',2,2,0,'no','no','no','no','no','yes','no','no',3,2,2,1,2,3,0,'yes'
'ms','m',18,'r','gt3','t',1,3,'at_home','other','course','mother',2,2,0,'no','yes','yes','no','yes','yes','no','no',3,3,4,2,4,3,4,'yes'
'ms','m',18,'u','le3','t',4,4,'teacher','services','other','mother',2,3,0,'no','no','yes','no','yes','yes','yes','yes',4,2,2,2,2,5,0,'yes'
'ms','f',17,'r','gt3','t',1,1,'other','services','reputation','mother',3,1,1,'no','yes','yes','no','yes','yes','yes','yes',5,2,1,1,2,1,0,'no'
'ms','f',18,'u','gt3','t',2,3,'at_home','services','course','father',2,1,0,'no','yes','yes','no','yes','yes','yes','yes',5,2,3,1,2,4,0,'yes'
'ms','f',18,'r','gt3','t',4,4,'other','teacher','other','father',3,2,0,'no','yes','yes','no','no','yes','yes','yes',3,2,2,4,2,5,10,'yes'
'ms','f',19,'u','le3','t',3,2,'services','services','home','other',2,2,2,'no','no','no','yes','yes','yes','no','yes',3,2,2,1,1,3,4,'no'
'ms','m',18,'r','le3','t',1,2,'at_home','services','other','father',3,1,0,'no','yes','yes','yes','yes','no','yes','yes',4,3,3,2,3,3,3,'yes'
'ms','f',17,'u','gt3','t',2,2,'other','at_home','home','mother',1,3,0,'no','no','no','yes','yes','yes','no','yes',3,4,3,1,1,3,8,'yes'
'ms','f',17,'r','gt3','t',1,2,'other','other','course','mother',1,1,0,'no','no','no','yes','yes','yes','yes','no',3,5,5,1,3,1,14,'no'
'ms','f',18,'r','le3','t',4,4,'other','other','reputation','mother',2,3,0,'no','no','no','no','yes','yes','yes','no',5,4,4,1,1,1,0,'yes'
'ms','f',18,'r','gt3','t',1,1,'other','other','home','mother',4,3,0,'no','no','no','no','yes','yes','yes','no',4,3,2,1,2,4,2,'yes'
'ms','f',20,'u','gt3','t',4,2,'health','other','course','other',2,3,2,'no','yes','yes','no','no','yes','yes','yes',5,4,3,1,1,3,4,'yes'
'ms','f',18,'r','le3','t',4,4,'teacher','services','course','mother',1,2,0,'no','no','yes','yes','yes','yes','yes','no',5,4,3,3,4,2,4,'yes'
'ms','f',18,'u','gt3','t',3,3,'other','other','home','mother',1,2,0,'no','no','yes','no','yes','yes','yes','yes',4,1,3,1,2,1,0,'yes'
'ms','f',17,'r','gt3','t',3,1,'at_home','other','reputation','mother',1,2,0,'no','yes','yes','yes','no','yes','yes','no',4,5,4,2,3,1,17,'yes'
'ms','m',18,'u','gt3','t',4,4,'teacher','teacher','home','father',1,2,0,'no','no','yes','yes','no','yes','yes','no',3,2,4,1,4,2,4,'yes'
'ms','m',18,'r','gt3','t',2,1,'other','other','other','mother',2,1,0,'no','no','no','yes','no','yes','yes','yes',4,4,3,1,3,5,5,'no'
'ms','m',17,'u','gt3','t',2,3,'other','services','home','father',2,2,0,'no','no','no','yes','yes','yes','yes','no',4,4,3,1,1,3,2,'yes'
'ms','m',19,'r','gt3','t',1,1,'other','services','other','mother',2,1,1,'no','no','no','no','yes','yes','no','no',4,3,2,1,3,5,0,'no'
'ms','m',18,'r','gt3','t',4,2,'other','other','home','father',2,1,1,'no','no','yes','no','yes','yes','no','no',5,4,3,4,3,3,14,'no'
'ms','f',18,'r','gt3','t',2,2,'at_home','other','other','mother',2,3,0,'no','no','yes','no','yes','yes','no','no',5,3,3,1,3,4,2,'yes'
'ms','f',18,'r','gt3','t',4,4,'teacher','at_home','reputation','mother',3,1,0,'no','yes','yes','yes','yes','yes','yes','yes',4,4,3,2,2,5,7,'no'
'ms','f',19,'r','gt3','t',2,3,'services','other','course','mother',1,3,1,'no','no','no','yes','no','yes','yes','no',5,4,2,1,2,5,0,'no'
'ms','f',18,'u','le3','t',3,1,'teacher','services','course','mother',1,2,0,'no','yes','yes','no','yes','yes','yes','no',4,3,4,1,1,1,0,'no'
'ms','f',18,'u','gt3','t',1,1,'other','other','course','mother',2,2,1,'no','no','no','yes','yes','yes','no','no',1,1,1,1,1,5,0,'no'
'ms','m',20,'u','le3','a',2,2,'services','services','course','other',1,2,2,'no','yes','yes','no','yes','yes','no','no',5,5,4,4,5,4,11,'no'
'ms','m',17,'u','le3','t',3,1,'services','services','course','mother',2,1,0,'no','no','no','no','no','yes','yes','no',2,4,5,3,4,2,3,'yes'
'ms','m',21,'r','gt3','t',1,1,'other','other','course','other',1,1,3,'no','no','no','no','no','yes','no','no',5,5,3,3,3,3,3,'no'
'ms','m',18,'r','le3','t',3,2,'services','other','course','mother',3,1,0,'no','no','no','no','no','yes','yes','no',4,4,1,3,4,5,0,'yes'
'ms','m',19,'u','le3','t',1,1,'other','at_home','course','father',1,1,0,'no','no','no','no','yes','yes','yes','no',3,2,3,3,3,5,5,'no'
